km_driven,mileage,age,Petrol,Diesel,Electric,fuel_type
29000,21.1,11,1,0,0,Petrol
85081,13.01,9,0,1,0,Diesel
54000,10.0,9,0,1,0,Diesel
70000,11.9,8,1,0,0,Petrol
60000,14.24,6,0,1,0,Diesel
96000,25.2,9,0,1,0,Diesel
35000,12.0,6,1,0,0,Petrol
64172,16.5,7,0,1,0,Diesel
56500,16.0,7,0,1,0,Diesel
57102,23.4,7,0,1,0,Diesel
36000,18.9,5,1,0,0,Petrol
20000,22.5,4,1,0,0,Petrol
27826,19.0,6,1,0,0,Petrol
40000,20.5,10,0,1,0,Diesel
25100,16.8,5,0,1,0,Diesel
24000,22.77,6,0,1,0,Diesel
88000,18.88,9,0,1,0,Diesel
161000,21.03,9,0,1,0,Diesel
100000,13.5,8,0,1,0,Diesel
120000,21.9,6,0,1,0,Diesel
30000,18.16,7,1,0,0,Petrol
15000,28.4,5,0,1,0,Diesel
45000,17.01,7,0,1,0,Diesel
9000,9.5,11,1,0,0,Petrol
30000,18.2,10,1,0,0,Petrol
20000,21.12,11,0,1,0,Diesel
90000,15.1,10,0,1,0,Diesel
165000,24.0,9,0,1,0,Diesel
20000,18.9,5,1,0,0,Petrol
79345,22.32,10,0,1,0,Diesel
45215,21.4,7,1,0,0,Petrol
62000,19.67,7,0,1,0,Diesel
60000,14.28,9,0,1,0,Diesel
34000,18.6,5,1,0,0,Petrol
150000,14.0,12,0,1,0,Diesel
70000,23.59,12,0,1,0,Diesel
64659,17.3,17,1,0,0,Petrol
44000,24.3,5,0,1,0,Diesel
39000,12.9,5,0,1,0,Diesel
40040,25.44,9,0,1,0,Diesel
15000,20.3,5,1,0,0,Petrol
200000,10.5,17,0,1,0,Diesel
14023,21.1,5,1,0,0,Petrol
9800,22.74,5,1,0,0,Petrol
37000,15.63,8,1,0,0,Petrol
59740,20.36,14,1,0,0,Petrol
44000,22.69,5,0,1,0,Diesel
45000,16.8,14,1,0,0,Petrol
70000,27.28,5,0,1,0,Diesel
25000,13.5,8,0,1,0,Diesel
44000,19.1,8,1,0,0,Petrol
60000,13.73,11,0,1,0,Diesel
45000,13.0,6,1,0,0,Petrol
70000,17.3,4,0,1,0,Diesel
45000,19.4,10,1,0,0,Petrol
17000,15.9,4,1,0,0,Petrol
50000,18.88,9,0,1,0,Diesel
15000,19.0,4,1,0,0,Petrol
30000,22.0,6,1,0,0,Petrol
42000,17.7,16,1,0,0,Petrol
40000,24.3,5,0,1,0,Diesel
50000,23.95,7,1,0,0,Petrol
80000,17.0,13,1,0,0,Petrol
34000,18.2,6,1,0,0,Petrol
9500,18.27,4,1,0,0,Petrol
78389,24.0,8,0,1,0,Diesel
50000,16.9,15,1,0,0,Petrol
52000,17.01,7,0,1,0,Diesel
46000,21.76,7,0,1,0,Diesel
62000,21.64,11,0,1,0,Diesel
47000,28.4,5,0,1,0,Diesel
38461,26.8,6,0,0,0,Petrol
60000,23.4,9,0,1,0,Diesel
60859,17.0,15,1,0,0,Petrol
40000,15.3,17,1,0,0,Petrol
26830,23.0,5,0,1,0,Diesel
120000,23.0,7,0,1,0,Diesel
53000,16.1,13,1,0,0,Petrol
4600,22.05,5,1,0,0,Petrol
50000,18.2,10,0,1,0,Diesel
82000,20.36,15,1,0,0,Petrol
55000,20.36,12,1,0,0,Petrol
70000,20.92,12,1,0,0,Petrol
33000,21.76,7,0,1,0,Diesel
132734,12.8,12,0,1,0,Diesel
22886,14.62,5,0,1,0,Diesel
100000,12.2,24,0,1,0,Diesel
8000,13.0,7,1,0,0,Petrol
43000,22.54,11,0,1,0,Diesel
25000,17.43,8,1,0,0,Petrol
56000,16.47,9,1,0,0,Petrol
14000,20.73,5,1,0,0,Petrol
40000,17.5,14,1,0,0,Petrol
21100,18.1,4,1,0,0,Petrol
90000,17.0,13,0,1,0,Diesel
53800,26.83,11,0,0,0,Petrol
78000,25.8,10,0,1,0,Diesel
70000,23.9,8,0,1,0,Diesel
10000,20.37,4,0,1,0,Diesel
270000,11.57,14,0,1,0,Diesel
34000,16.38,7,0,1,0,Diesel
10000,23.1,6,1,0,0,Petrol
42135,21.0,8,0,1,0,Diesel
49000,13.0,6,1,0,0,Petrol
85281,18.9,14,1,0,0,Petrol
39000,18.0,9,1,0,0,Petrol
35000,18.9,5,1,0,0,Petrol
5000,23.95,4,1,0,0,Petrol
215000,21.0,11,0,1,0,Diesel
43000,20.89,5,1,0,0,Petrol
63000,15.1,8,0,1,0,Diesel
64000,25.8,10,0,1,0,Diesel
40000,22.5,5,1,0,0,Petrol
95000,16.96,11,0,1,0,Diesel
100000,9.0,18,1,0,0,Petrol
23000,17.4,4,1,0,0,Petrol
70000,18.9,9,1,0,0,Petrol
32000,10.0,10,0,1,0,Diesel
44507,20.65,6,1,0,0,Petrol
63000,32.52,10,0,0,0,Petrol
100000,22.32,10,0,1,0,Diesel
120000,15.1,9,0,1,0,Diesel
62000,18.6,11,1,0,0,Petrol
40000,23.26,9,1,0,0,Petrol
65000,18.9,7,1,0,0,Petrol
53200,24.3,7,0,1,0,Diesel
80000,14.84,9,0,1,0,Diesel
31847,18.5,9,1,0,0,Petrol
11000,18.06,5,0,1,0,Diesel
50000,17.0,7,1,0,0,Petrol
45000,17.0,4,1,0,0,Petrol
29000,18.9,9,1,0,0,Petrol
80000,12.2,11,0,1,0,Diesel
78000,19.1,10,1,0,0,Petrol
70765,16.0,8,0,1,0,Diesel
72600,17.01,8,1,0,0,Petrol
20000,19.56,6,1,0,0,Petrol
42000,17.1,7,1,0,0,Petrol
52000,33.54,5,0,0,0,Petrol
70000,22.9,10,0,1,0,Diesel
30000,22.0,6,1,0,0,Petrol
90000,18.88,10,0,1,0,Diesel
73000,25.44,9,0,1,0,Diesel
50000,20.45,8,0,1,0,Diesel
70000,28.4,5,0,1,0,Diesel
60000,19.3,8,0,1,0,Diesel
43001,19.01,9,0,1,0,Diesel
70000,19.67,7,0,1,0,Diesel
35000,18.15,6,1,0,0,Petrol
20000,16.1,21,1,0,0,Petrol
100000,25.2,6,0,1,0,Diesel
31031,25.5,6,0,1,0,Diesel
59434,21.01,7,1,0,0,Petrol
57390,20.36,11,1,0,0,Petrol
126000,18.6,11,1,0,0,Petrol
40000,15.5,7,1,0,0,Petrol
52709,17.0,7,1,0,0,Petrol
8500,24.04,4,1,0,0,Petrol
19000,18.78,5,1,0,0,Petrol
77000,21.1,10,0,1,0,Diesel
62600,21.72,5,0,1,0,Diesel
20000,22.5,6,1,0,0,Petrol
95000,15.64,12,1,0,0,Petrol
120000,15.4,9,0,1,0,Diesel
70000,15.3,13,1,0,0,Petrol
54000,18.0,7,1,0,0,Petrol
91000,21.43,11,0,1,0,Diesel
55000,22.07,11,0,1,0,Diesel
69000,17.0,11,1,0,0,Petrol
59000,17.4,8,1,0,0,Petrol
48828,22.74,9,1,0,0,Petrol
120000,12.83,9,0,1,0,Diesel
15000,23.1,8,1,0,0,Petrol
98521,27.39,6,0,1,0,Diesel
23000,25.32,5,0,1,0,Diesel
70000,17.5,12,1,0,0,Petrol
60000,20.36,10,1,0,0,Petrol
80000,22.74,10,1,0,0,Petrol
94991,18.6,12,1,0,0,Petrol
44000,18.42,6,0,1,0,Diesel
65000,13.68,5,0,1,0,Diesel
64000,20.36,11,1,0,0,Petrol
51000,17.68,10,0,1,0,Diesel
36840,23.84,5,1,0,0,Petrol
36000,25.83,6,0,1,0,Diesel
49728,20.34,8,0,1,0,Diesel
35286,23.95,7,1,0,0,Petrol
17000,20.92,11,1,0,0,Petrol
52000,23.1,8,1,0,0,Petrol
19608,17.0,4,1,0,0,Petrol
43000,14.7,6,1,0,0,Petrol
50000,17.14,6,1,0,0,Petrol
43181,25.6,5,0,1,0,Diesel
55000,12.07,10,0,1,0,Diesel
20000,18.0,12,1,0,0,Petrol
22000,17.21,5,1,0,0,Petrol
28000,24.2,4,0,1,0,Diesel
41000,25.17,7,1,0,0,Petrol
66000,23.2,9,0,1,0,Diesel
50000,25.2,7,0,1,0,Diesel
41604,18.0,8,1,0,0,Petrol
40000,21.1,13,0,1,0,Diesel
25000,20.28,6,1,0,0,Petrol
71000,20.73,7,1,0,0,Petrol
37000,18.16,7,1,0,0,Petrol
30000,19.4,10,1,0,0,Petrol
60000,19.7,13,1,0,0,Petrol
35000,22.5,6,1,0,0,Petrol
32200,17.1,6,1,0,0,Petrol
28500,22.32,6,0,1,0,Diesel
27000,17.9,4,0,1,0,Diesel
66000,25.83,8,0,1,0,Diesel
43000,10.91,6,0,1,0,Diesel
30000,21.4,7,1,0,0,Petrol
25000,22.0,5,1,0,0,Petrol
21000,20.85,6,1,0,0,Petrol
53994,25.4,9,1,0,0,Petrol
5333,13.53,5,1,0,0,Petrol
50000,22.74,8,1,0,0,Petrol
48000,20.5,6,0,1,0,Diesel
29000,19.5,7,0,1,0,Diesel
60251,12.99,12,0,1,0,Diesel
45000,18.0,10,1,0,0,Petrol
62000,17.92,15,1,0,0,Petrol
100000,18.9,9,1,0,0,Petrol
14902,23.84,5,1,0,0,Petrol
72077,24.4,7,0,1,0,Diesel
94000,20.77,10,0,1,0,Diesel
20000,15.04,6,0,1,0,Diesel
40000,21.4,4,1,0,0,Petrol
100000,25.0,6,0,1,0,Diesel
70000,22.77,8,0,1,0,Diesel
59000,13.7,13,1,0,0,Petrol
50000,21.1,10,1,0,0,Petrol
37000,16.5,9,1,0,0,Petrol
80000,23.2,11,0,1,0,Diesel
16300,19.7,12,1,0,0,Petrol
111000,21.1,10,1,0,0,Petrol
75000,18.2,10,1,0,0,Petrol
36628,23.01,6,1,0,0,Petrol
90000,15.1,8,0,1,0,Diesel
39200,19.3,9,0,1,0,Diesel
23200,21.4,6,1,0,0,Petrol
40000,20.85,8,1,0,0,Petrol
110000,19.7,17,1,0,0,Petrol
47022,16.95,9,1,0,0,Petrol
79000,12.05,10,0,1,0,Diesel
2600,17.4,4,1,0,0,Petrol
118000,12.8,16,0,1,0,Diesel
75000,21.66,7,0,1,0,Diesel
59000,27.28,6,0,1,0,Diesel
35000,26.59,7,0,1,0,Diesel
6000,17.5,6,1,0,0,Petrol
44000,25.8,8,0,1,0,Diesel
47233,23.95,7,1,0,0,Petrol
66000,25.0,14,0,1,0,Diesel
11000,14.0,15,1,0,0,Petrol
15000,16.0,7,0,1,0,Diesel
94400,28.09,7,0,1,0,Diesel
100000,17.7,15,1,0,0,Petrol
113450,23.4,10,0,1,0,Diesel
25000,18.6,4,1,0,0,Petrol
50000,15.37,8,1,0,0,Petrol
8700,18.9,7,1,0,0,Petrol
37000,20.51,9,1,0,0,Petrol
30000,20.3,5,1,0,0,Petrol
112000,15.4,7,0,1,0,Diesel
68000,18.48,12,0,1,0,Diesel
66000,12.8,12,0,1,0,Diesel
15000,26.59,8,0,1,0,Diesel
38819,21.4,8,1,0,0,Petrol
33000,16.2,8,1,0,0,Petrol
60000,17.19,6,1,0,0,Petrol
15000,24.3,5,0,1,0,Diesel
52000,15.64,10,1,0,0,Petrol
56239,17.8,6,1,0,0,Petrol
40000,17.57,7,1,0,0,Petrol
90000,18.0,8,1,0,0,Petrol
40000,16.6,12,1,0,0,Petrol
36000,18.5,10,1,0,0,Petrol
62000,13.01,11,0,1,0,Diesel
50000,23.84,6,1,0,0,Petrol
52000,20.92,10,1,0,0,Petrol
58000,24.0,7,0,1,0,Diesel
15000,20.14,5,1,0,0,Petrol
80000,18.5,10,1,0,0,Petrol
24024,17.8,6,1,0,0,Petrol
40000,19.0,10,1,0,0,Petrol
40000,20.51,7,1,0,0,Petrol
22000,17.5,5,1,0,0,Petrol
80000,12.4,7,0,1,0,Diesel
48000,13.8,17,1,0,0,Petrol
23000,18.6,5,1,0,0,Petrol
85000,19.67,7,0,1,0,Diesel
40000,21.0,3,0,1,0,Diesel
57000,11.7,15,1,0,0,Petrol
40000,23.1,6,1,0,0,Petrol
15000,21.63,6,1,0,0,Petrol
1500,15.37,4,1,0,0,Petrol
7000,21.01,3,1,0,0,Petrol
70000,20.3,5,1,0,0,Petrol
69000,12.8,8,0,1,0,Diesel
69000,18.9,8,1,0,0,Petrol
79090,11.3,7,0,1,0,Diesel
75000,11.3,13,1,0,0,Petrol
50000,14.07,6,0,1,0,Diesel
66000,25.1,6,0,1,0,Diesel
78286,22.8,8,0,0,0,Petrol
77428,25.44,10,0,1,0,Diesel
9000,24.04,5,1,0,0,Petrol
48475,20.77,11,0,1,0,Diesel
77658,33.44,7,0,0,0,Petrol
64000,19.87,7,0,1,0,Diesel
30000,22.5,5,1,0,0,Petrol
52606,18.9,8,1,0,0,Petrol
90000,16.36,8,0,1,0,Diesel
14709,24.7,5,1,0,0,Petrol
52000,14.28,9,1,0,0,Petrol
35000,16.36,5,0,1,0,Diesel
90000,21.1,9,1,0,0,Petrol
63000,20.45,8,0,1,0,Diesel
80000,27.39,5,0,1,0,Diesel
32714,18.7,6,1,0,0,Petrol
56467,15.96,9,0,1,0,Diesel
55000,22.27,9,0,1,0,Diesel
11000,18.6,7,1,0,0,Petrol
68000,21.9,11,0,1,0,Diesel
68000,14.39,10,0,1,0,Diesel
60000,22.54,6,0,1,0,Diesel
75000,20.4,6,1,0,0,Petrol
56084,17.21,8,1,0,0,Petrol
15000,23.01,6,1,0,0,Petrol
65000,13.68,6,0,1,0,Diesel
40000,21.1,8,1,0,0,Petrol
10000,23.95,5,1,0,0,Petrol
46000,28.4,5,0,1,0,Diesel
71000,14.0,10,0,1,0,Diesel
60000,15.4,5,0,1,0,Diesel
22597,16.3,6,1,0,0,Petrol
35000,20.36,10,1,0,0,Petrol
40000,18.6,5,1,0,0,Petrol
59000,15.1,8,1,0,0,Petrol
88001,12.8,12,0,1,0,Diesel
95000,12.8,12,0,1,0,Diesel
24000,24.3,6,0,1,0,Diesel
4500,18.4,3,1,0,0,Petrol
58000,20.62,7,1,0,0,Petrol
52000,23.95,9,1,0,0,Petrol
50000,15.0,13,1,0,0,Petrol
58000,21.43,10,0,1,0,Diesel
105000,16.1,24,1,0,0,Petrol
95000,26.6,11,0,0,0,Petrol
54540,28.4,10,0,1,0,Diesel
110000,14.2,14,0,1,0,Diesel
25000,20.51,5,1,0,0,Petrol
16348,21.4,5,1,0,0,Petrol
80000,18.9,4,1,0,0,Petrol
425000,13.58,10,0,1,0,Diesel
40000,23.8,10,0,1,0,Diesel
60855,19.1,10,1,0,0,Petrol
88099,17.4,7,1,0,0,Petrol
70000,21.58,9,0,1,0,Diesel
25000,22.0,5,1,0,0,Petrol
80000,15.1,11,0,1,0,Diesel
20000,19.5,4,0,1,0,Diesel
77185,20.73,7,1,0,0,Petrol
22000,14.3,8,1,0,0,Petrol
34890,13.14,6,1,0,0,Petrol
33000,18.6,5,1,0,0,Petrol
85000,21.79,9,1,0,0,Petrol
150000,21.02,10,0,1,0,Diesel
45000,15.97,5,0,1,0,Diesel
25000,19.1,4,1,0,0,Petrol
57000,23.1,8,1,0,0,Petrol
27000,22.9,10,0,1,0,Diesel
48000,23.1,5,1,0,0,Petrol
94000,13.68,6,0,1,0,Diesel
79000,23.59,10,0,1,0,Diesel
15000,23.84,6,1,0,0,Petrol
50000,16.0,16,1,0,0,Petrol
50000,15.7,13,1,0,0,Petrol
43000,21.01,7,1,0,0,Petrol
40000,24.04,6,1,0,0,Petrol
18111,9.0,6,1,0,0,Petrol
