km_driven,mileage,age,Petrol,Diesel,Electric,fuel_type
120000,23.4,10,0,1,0,Diesel
220000,12.8,14,0,1,0,Diesel
36000,18.51,5,0,1,0,Diesel
18307,20.51,7,1,0,0,Petrol
40000,18.44,8,1,0,0,Petrol
78000,22.32,9,0,1,0,Diesel
15000,13.0,6,1,0,0,Petrol
15000,18.49,6,0,1,0,Diesel
65000,19.16,7,1,0,0,Petrol
50000,17.8,6,1,0,0,Petrol
70000,19.0,10,1,0,0,Petrol
7103,19.4,10,1,0,0,Petrol
98300,17.11,9,0,1,0,Diesel
36000,13.68,5,0,1,0,Diesel
38700,18.9,8,1,0,0,Petrol
120000,22.74,10,1,0,0,Petrol
75000,28.4,6,0,1,0,Diesel
95500,15.3,8,0,1,0,Diesel
200000,20.45,9,0,1,0,Diesel
54349,17.2,9,0,1,0,Diesel
132000,17.0,17,1,0,0,Petrol
98398,20.0,11,0,1,0,Diesel
15000,23.01,7,1,0,0,Petrol
33000,17.3,4,0,1,0,Diesel
25000,22.0,5,1,0,0,Petrol
55000,17.84,7,1,0,0,Petrol
62000,25.44,10,0,1,0,Diesel
40000,19.0,13,1,0,0,Petrol
25000,14.0,9,0,1,0,Diesel
92171,23.2,11,0,1,0,Diesel
68000,16.1,13,1,0,0,Petrol
86700,22.3,11,0,1,0,Diesel
80000,16.1,13,0,1,0,Diesel
40000,18.9,9,1,0,0,Petrol
50000,15.04,12,1,0,0,Petrol
85000,17.0,11,0,1,0,Diesel
5000,21.7,3,1,0,0,Petrol
60000,21.38,5,0,1,0,Diesel
61000,12.4,6,0,1,0,Diesel
50000,17.8,6,0,1,0,Diesel
60000,21.43,11,0,1,0,Diesel
64000,28.4,6,0,1,0,Diesel
35000,16.1,13,1,0,0,Petrol
60000,17.92,14,1,0,0,Petrol
74000,17.68,10,0,1,0,Diesel
38000,18.15,7,1,0,0,Petrol
50000,20.85,8,1,0,0,Petrol
8000,14.67,6,1,0,0,Petrol
65000,17.0,14,1,0,0,Petrol
64001,17.01,10,1,0,0,Petrol
27240,17.19,6,1,0,0,Petrol
65000,19.3,12,0,1,0,Diesel
23774,23.95,7,1,0,0,Petrol
140000,13.93,12,0,1,0,Diesel
49000,28.09,8,0,1,0,Diesel
20000,20.62,7,1,0,0,Petrol
37485,18.9,7,1,0,0,Petrol
97529,13.5,10,0,1,0,Diesel
8500,23.01,4,1,0,0,Petrol
90000,19.6,7,0,1,0,Diesel
42000,17.5,14,1,0,0,Petrol
64000,26.6,10,0,0,0,Petrol
50000,14.0,8,0,1,0,Diesel
24000,17.0,5,1,0,0,Petrol
120000,24.4,6,0,1,0,Diesel
85000,16.46,16,0,1,0,Diesel
120000,23.59,9,0,1,0,Diesel
110000,15.26,10,0,1,0,Diesel
100000,17.0,14,1,0,0,Petrol
4000,14.23,4,1,0,0,Petrol
52896,18.6,6,1,0,0,Petrol
63000,18.48,12,0,1,0,Diesel
90000,21.38,8,0,1,0,Diesel
25000,23.84,5,1,0,0,Petrol
80000,20.64,6,0,1,0,Diesel
33650,18.9,18,1,0,0,Petrol
54226,13.68,6,0,1,0,Diesel
30000,25.17,7,1,0,0,Petrol
33500,15.96,5,0,1,0,Diesel
34300,18.6,6,1,0,0,Petrol
50000,21.19,8,0,1,0,Diesel
78000,21.9,12,0,1,0,Diesel
22000,21.1,7,1,0,0,Petrol
60000,15.0,16,1,0,0,Petrol
20000,18.9,6,1,0,0,Petrol
200000,17.2,12,0,1,0,Diesel
115000,18.3,10,1,0,0,Petrol
60000,22.54,5,0,1,0,Diesel
60000,18.6,13,1,0,0,Petrol
49000,16.78,11,1,0,0,Petrol
20000,15.37,8,1,0,0,Petrol
54000,18.88,10,0,1,0,Diesel
80000,17.92,15,1,0,0,Petrol
80000,21.64,6,0,1,0,Diesel
15000,15.8,6,1,0,0,Petrol
120000,18.0,8,1,0,0,Petrol
96000,17.8,15,0,1,0,Diesel
100000,11.57,11,0,1,0,Diesel
20000,20.85,7,1,0,0,Petrol
50000,18.15,6,1,0,0,Petrol
80000,17.8,6,1,0,0,Petrol
50000,22.15,7,0,1,0,Diesel
68000,22.54,7,0,1,0,Diesel
31000,19.34,7,1,0,0,Petrol
50000,23.03,11,0,1,0,Diesel
110000,23.1,8,1,0,0,Petrol
7801,21.01,4,1,0,0,Petrol
50000,17.8,9,0,1,0,Diesel
10000,22.1,8,0,1,0,Diesel
30000,22.0,7,0,1,0,Diesel
18000,17.0,4,0,1,0,Diesel
30000,28.4,6,0,1,0,Diesel
160000,12.8,14,0,1,0,Diesel
82000,16.1,17,1,0,0,Petrol
80000,28.4,5,0,1,0,Diesel
90000,11.2,13,1,0,0,Petrol
58000,23.01,7,1,0,0,Petrol
38311,20.51,6,1,0,0,Petrol
61000,28.4,7,0,1,0,Diesel
110000,17.01,10,1,0,0,Petrol
105000,17.0,8,0,1,0,Diesel
120000,14.8,9,0,1,0,Diesel
92000,22.9,8,0,1,0,Diesel
73000,16.47,9,1,0,0,Petrol
10000,20.68,4,0,1,0,Diesel
82000,11.78,9,0,1,0,Diesel
35000,19.3,9,0,1,0,Diesel
80000,17.21,9,0,1,0,Diesel
3957,19.0,3,1,0,0,Petrol
50000,18.9,6,1,0,0,Petrol
77000,12.55,9,0,1,0,Diesel
850000,19.87,6,0,1,0,Diesel
6000,19.0,4,0,1,0,Diesel
34000,23.95,9,1,0,0,Petrol
34000,16.0,6,0,1,0,Diesel
85000,14.39,10,0,1,0,Diesel
130000,15.1,11,0,1,0,Diesel
23206,19.34,5,1,0,0,Petrol
35372,18.9,8,1,0,0,Petrol
35000,17.8,13,0,1,0,Diesel
35000,23.84,4,1,0,0,Petrol
79000,17.2,9,0,1,0,Diesel
48488,18.6,8,1,0,0,Petrol
31324,16.0,5,0,1,0,Diesel
120000,14.0,10,0,1,0,Diesel
57000,28.4,4,0,1,0,Diesel
61000,15.8,8,1,0,0,Petrol
50000,14.28,8,1,0,0,Petrol
107030,13.0,10,0,1,0,Diesel
10000,17.0,5,1,0,0,Petrol
15000,19.27,5,0,1,0,Diesel
50000,24.7,5,1,0,0,Petrol
60000,22.1,10,0,1,0,Diesel
63000,20.14,8,0,1,0,Diesel
120000,20.51,7,1,0,0,Petrol
93648,15.96,8,0,1,0,Diesel
87800,19.3,11,0,1,0,Diesel
50000,11.3,9,0,1,0,Diesel
46000,17.32,5,0,1,0,Diesel
30000,18.6,7,1,0,0,Petrol
20000,18.15,6,1,0,0,Petrol
40000,17.0,17,1,0,0,Petrol
30000,19.7,25,1,0,0,Petrol
2700,23.95,6,1,0,0,Petrol
40000,20.45,9,0,1,0,Diesel
62000,16.8,10,1,0,0,Petrol
70000,17.8,7,1,0,0,Petrol
40000,20.45,9,0,1,0,Diesel
64000,28.4,9,0,1,0,Diesel
36000,23.08,12,0,1,0,Diesel
82000,13.68,7,0,1,0,Diesel
45000,22.74,10,1,0,0,Petrol
7500,20.45,3,0,1,0,Diesel
80000,19.87,10,0,1,0,Diesel
33000,25.5,5,0,1,0,Diesel
72000,17.8,9,0,1,0,Diesel
41000,16.02,10,1,0,0,Petrol
89000,13.01,9,0,1,0,Diesel
132000,24.4,6,0,1,0,Diesel
50000,17.0,13,0,1,0,Diesel
68000,26.0,9,0,1,0,Diesel
20000,21.4,6,1,0,0,Petrol
49000,12.05,13,0,1,0,Diesel
148000,18.6,11,0,1,0,Diesel
50000,16.0,14,1,0,0,Petrol
5000,21.21,4,1,0,0,Petrol
50000,24.4,5,0,1,0,Diesel
36000,25.1,5,0,1,0,Diesel
50250,15.0,14,1,0,0,Petrol
60000,21.64,10,0,1,0,Diesel
60000,19.16,8,1,0,0,Petrol
29800,16.2,12,0,1,0,Diesel
98000,12.8,10,0,1,0,Diesel
69000,22.77,8,0,1,0,Diesel
62000,25.44,11,0,1,0,Diesel
120000,24.3,7,0,1,0,Diesel
50000,23.08,8,0,1,0,Diesel
8000,18.6,5,1,0,0,Petrol
22000,25.5,5,0,1,0,Diesel
42000,21.79,6,1,0,0,Petrol
39000,17.01,6,1,0,0,Petrol
150000,23.4,7,0,1,0,Diesel
37151,20.14,9,0,1,0,Diesel
63000,20.0,10,0,1,0,Diesel
14636,15.9,6,1,0,0,Petrol
41000,18.5,9,1,0,0,Petrol
5000,20.7,3,1,0,0,Petrol
52000,25.5,5,0,1,0,Diesel
25000,25.4,11,1,0,0,Petrol
55000,16.8,11,1,0,0,Petrol
45486,21.1,11,1,0,0,Petrol
110000,13.0,10,0,1,0,Diesel
50000,19.7,18,1,0,0,Petrol
101931,19.3,9,0,1,0,Diesel
85000,22.54,7,0,1,0,Diesel
79000,23.4,11,0,1,0,Diesel
12706,24.7,6,1,0,0,Petrol
90000,22.74,10,1,0,0,Petrol
40000,20.14,6,1,0,0,Petrol
87845,19.4,14,0,1,0,Diesel
50000,18.9,8,1,0,0,Petrol
70000,19.7,17,1,0,0,Petrol
80000,11.36,5,0,1,0,Diesel
10000,18.9,5,1,0,0,Petrol
132000,24.52,7,0,1,0,Diesel
86000,22.7,9,0,1,0,Diesel
57000,13.68,6,0,1,0,Diesel
92000,20.36,10,1,0,0,Petrol
41000,18.6,7,1,0,0,Petrol
25000,15.4,6,1,0,0,Petrol
40000,19.3,7,0,1,0,Diesel
10000,18.15,4,1,0,0,Petrol
85000,23.08,10,0,1,0,Diesel
70000,17.0,15,0,1,0,Diesel
49000,18.6,8,1,0,0,Petrol
82000,12.3,13,1,0,0,Petrol
72000,19.98,8,0,1,0,Diesel
9850,16.78,4,0,1,0,Diesel
61785,17.0,11,0,0,0,Petrol
101759,14.0,13,0,1,0,Diesel
110000,19.7,14,1,0,0,Petrol
50000,18.6,8,1,0,0,Petrol
39317,15.73,10,0,1,0,Diesel
50000,18.6,10,1,0,0,Petrol
30000,18.6,5,1,0,0,Petrol
7671,21.01,5,1,0,0,Petrol
92707,25.8,8,0,1,0,Diesel
46500,23.1,7,1,0,0,Petrol
20212,14.24,4,0,1,0,Diesel
36619,17.01,8,1,0,0,Petrol
35000,14.0,12,1,0,0,Petrol
120000,13.6,13,0,1,0,Diesel
4700,20.3,4,1,0,0,Petrol
70000,17.6,12,1,0,0,Petrol
41000,20.51,12,1,0,0,Petrol
10000,23.84,4,1,0,0,Petrol
40000,20.45,8,0,1,0,Diesel
92000,17.2,10,1,0,0,Petrol
65000,18.9,11,1,0,0,Petrol
100000,19.01,8,0,1,0,Diesel
53154,17.5,6,1,0,0,Petrol
100000,24.3,7,0,1,0,Diesel
28628,27.28,6,0,1,0,Diesel
56000,20.46,8,0,1,0,Diesel
63000,20.45,10,0,1,0,Diesel
32000,17.0,18,1,0,0,Petrol
70000,16.1,13,1,0,0,Petrol
70000,19.7,14,1,0,0,Petrol
37000,17.01,5,1,0,0,Petrol
77000,22.32,9,0,1,0,Diesel
68314,20.14,8,0,1,0,Diesel
74000,18.06,8,0,1,0,Diesel
10000,17.4,4,1,0,0,Petrol
25000,17.57,7,1,0,0,Petrol
30000,18.9,7,1,0,0,Petrol
30000,22.0,5,1,0,0,Petrol
27000,13.5,8,0,1,0,Diesel
35000,23.95,8,1,0,0,Petrol
55000,20.73,7,1,0,0,Petrol
20000,20.51,9,1,0,0,Petrol
130000,25.83,7,0,1,0,Diesel
37000,21.79,17,1,0,0,Petrol
350000,16.47,13,1,0,0,Petrol
15000,18.0,4,1,0,0,Petrol
72000,28.09,7,0,1,0,Diesel
24000,17.05,9,0,1,0,Diesel
77739,16.95,13,1,0,0,Petrol
75000,19.33,12,0,1,0,Diesel
50000,23.19,12,0,1,0,Diesel
167500,24.4,8,0,1,0,Diesel
50000,18.6,7,1,0,0,Petrol
14870,24.7,6,1,0,0,Petrol
49400,19.01,10,0,1,0,Diesel
5000,18.9,5,1,0,0,Petrol
100000,16.2,10,1,0,0,Petrol
65000,11.7,11,1,0,0,Petrol
110000,25.2,8,0,1,0,Diesel
12909,18.9,4,1,0,0,Petrol
10000,20.3,4,1,0,0,Petrol
55000,15.0,11,0,1,0,Diesel
46500,20.45,9,0,1,0,Diesel
58001,16.0,5,1,0,0,Petrol
69000,14.16,12,0,1,0,Diesel
39753,18.3,8,1,0,0,Petrol
10000,17.6,5,0,1,0,Diesel
55000,18.9,8,1,0,0,Petrol
110000,22.9,11,0,1,0,Diesel
50000,19.01,11,0,1,0,Diesel
70000,16.02,11,1,0,0,Petrol
78000,20.14,9,0,1,0,Diesel
53400,20.0,6,0,1,0,Diesel
90000,22.32,10,0,1,0,Diesel
26100,23.0,6,0,1,0,Diesel
57000,16.1,13,1,0,0,Petrol
35000,17.71,10,1,0,0,Petrol
72560,17.8,7,1,0,0,Petrol
61000,19.08,7,0,1,0,Diesel
49000,16.55,6,0,1,0,Diesel
30000,24.7,5,0,1,0,Diesel
53000,17.8,9,1,0,0,Petrol
70000,16.0,8,0,1,0,Diesel
60000,23.84,6,1,0,0,Petrol
90000,14.02,4,0,1,0,Diesel
30000,18.2,5,1,0,0,Petrol
22000,18.3,7,1,0,0,Petrol
17000,21.9,7,1,0,0,Petrol
94000,13.93,11,0,1,0,Diesel
100000,28.09,8,0,1,0,Diesel
85000,22.9,11,0,1,0,Diesel
110000,22.0,5,0,1,0,Diesel
30000,20.63,8,1,0,0,Petrol
80000,23.08,9,0,1,0,Diesel
96434,26.0,9,0,1,0,Diesel
55000,13.9,14,1,0,0,Petrol
48343,18.9,16,1,0,0,Petrol
35000,24.3,5,0,1,0,Diesel
73000,20.4,11,0,1,0,Diesel
120000,19.0,8,1,0,0,Petrol
5000,25.17,4,1,0,0,Petrol
31000,19.0,6,1,0,0,Petrol
19000,21.04,7,0,1,0,Diesel
240000,19.1,7,1,0,0,Petrol
5000,16.55,4,0,1,0,Diesel
110000,13.45,14,0,0,0,Petrol
52000,16.0,12,0,0,0,Petrol
162828,22.77,8,0,1,0,Diesel
5000,17.0,5,1,0,0,Petrol
40000,21.9,11,0,1,0,Diesel
60000,16.0,5,0,1,0,Diesel
183000,17.2,16,0,1,0,Diesel
67584,17.4,8,1,0,0,Petrol
76000,25.44,11,0,1,0,Diesel
26000,21.1,11,1,0,0,Petrol
81494,19.4,8,1,0,0,Petrol
90000,26.6,9,0,0,0,Petrol
33700,24.0,9,0,1,0,Diesel
10000,18.9,5,1,0,0,Petrol
68000,11.2,14,0,1,0,Diesel
49349,24.8,7,0,1,0,Diesel
65000,14.1,5,0,1,0,Diesel
10000,20.37,5,0,1,0,Diesel
54000,15.8,6,1,0,0,Petrol
40000,25.2,7,0,1,0,Diesel
120000,19.67,7,0,1,0,Diesel
47000,25.17,7,1,0,0,Petrol
57593,24.52,10,0,1,0,Diesel
13000,24.3,4,0,1,0,Diesel
51000,22.15,8,0,1,0,Diesel
30000,14.28,5,1,0,0,Petrol
90000,22.32,11,0,1,0,Diesel
72300,28.4,7,0,1,0,Diesel
26000,25.17,5,1,0,0,Petrol
80000,25.1,9,0,1,0,Diesel
25000,17.0,6,1,0,0,Petrol
84815,23.59,12,0,1,0,Diesel
27000,13.68,5,0,1,0,Diesel
41890,17.0,11,1,0,0,Petrol
80000,23.4,8,0,1,0,Diesel
71000,12.05,10,0,1,0,Diesel
70000,25.8,6,0,1,0,Diesel
90000,18.5,11,0,1,0,Diesel
68000,27.3,5,0,1,0,Diesel
50000,24.0,8,0,1,0,Diesel
43000,26.21,7,0,1,0,Diesel
11000,18.9,4,1,0,0,Petrol
24000,24.4,5,0,1,0,Diesel
82000,16.95,12,1,0,0,Petrol
34293,17.6,4,0,1,0,Diesel
10000,23.8,4,0,1,0,Diesel
65000,19.87,7,0,1,0,Diesel
40000,10.91,6,0,1,0,Diesel
48500,18.9,19,1,0,0,Petrol
69000,17.01,8,0,1,0,Diesel
70000,25.83,7,0,1,0,Diesel
65000,18.12,8,0,1,0,Diesel
31000,19.2,5,0,1,0,Diesel
30000,15.26,14,1,0,0,Petrol
45000,18.9,8,1,0,0,Petrol
110000,19.67,6,0,1,0,Diesel
10000,17.1,4,0,1,0,Diesel
32000,22.74,8,1,0,0,Petrol
45045,18.0,9,1,0,0,Petrol
83573,18.0,13,0,1,0,Diesel
275000,22.9,10,0,1,0,Diesel
120000,23.2,9,0,1,0,Diesel
51000,17.8,6,1,0,0,Petrol
35833,21.4,5,1,0,0,Petrol
51000,11.3,9,0,1,0,Diesel
52214,23.0,7,0,1,0,Diesel
50000,23.1,8,1,0,0,Petrol
65000,13.68,6,0,1,0,Diesel
160000,24.3,6,0,1,0,Diesel
34235,17.8,8,1,0,0,Petrol
21655,17.0,4,0,1,0,Diesel
70778,17.0,12,1,0,0,Petrol
50000,19.81,13,1,0,0,Petrol
46000,17.8,11,0,1,0,Diesel
48000,17.84,10,1,0,0,Petrol
50000,23.95,5,1,0,0,Petrol
6500,30.48,5,0,0,0,Petrol
114231,15.6,13,1,0,0,Petrol
33000,18.6,13,1,0,0,Petrol
70000,17.01,6,0,1,0,Diesel
60000,14.0,17,1,0,0,Petrol
42000,21.64,5,0,1,0,Diesel
55000,16.84,8,1,0,0,Petrol
8041,19.1,7,1,0,0,Petrol
21000,13.68,4,0,1,0,Diesel
70000,24.7,6,1,0,0,Petrol
50000,20.51,9,1,0,0,Petrol
60500,18.0,8,1,0,0,Petrol
68000,33.44,10,0,0,0,Petrol
120000,21.8,11,0,1,0,Diesel
10000,12.8,22,1,0,0,Petrol
31000,23.7,4,0,1,0,Diesel
30000,18.15,6,1,0,0,Petrol
12000,18.9,6,1,0,0,Petrol
19338,15.9,4,1,0,0,Petrol
44000,19.4,10,0,1,0,Diesel
60000,13.5,15,1,0,0,Petrol
42000,25.8,10,0,1,0,Diesel
58000,19.1,9,1,0,0,Petrol
26426,24.3,6,0,1,0,Diesel
52000,21.1,12,1,0,0,Petrol
29000,19.7,13,1,0,0,Petrol
15000,18.9,6,1,0,0,Petrol
43000,18.12,9,0,1,0,Diesel
35000,18.0,13,1,0,0,Petrol
65000,17.7,16,1,0,0,Petrol
76400,20.0,13,0,1,0,Diesel
58000,17.01,11,1,0,0,Petrol
120000,24.5,9,0,1,0,Diesel
50000,15.1,5,0,1,0,Diesel
75000,18.0,14,1,0,0,Petrol
41000,15.04,12,1,0,0,Petrol
114851,25.0,5,0,1,0,Diesel
28951,23.1,8,1,0,0,Petrol
35000,19.0,5,1,0,0,Petrol
30000,18.6,4,1,0,0,Petrol
43120,16.8,11,1,0,0,Petrol
60000,18.9,6,1,0,0,Petrol
40000,17.92,16,1,0,0,Petrol
58000,20.36,12,1,0,0,Petrol
120000,16.1,24,1,0,0,Petrol
54700,26.0,8,0,1,0,Diesel
61000,16.47,12,1,0,0,Petrol
35000,11.88,13,0,0,0,Petrol
40000,19.7,12,1,0,0,Petrol
60000,18.8,12,0,1,0,Diesel
51000,12.0,10,0,1,0,Diesel
75000,17.4,9,1,0,0,Petrol
32615,23.9,7,0,1,0,Diesel
89000,26.0,9,0,1,0,Diesel
22500,19.7,12,1,0,0,Petrol
57000,16.7,11,1,0,0,Petrol
42289,19.4,10,1,0,0,Petrol
74357,17.0,11,1,0,0,Petrol
74000,24.2,5,0,1,0,Diesel
23000,22.7,6,1,0,0,Petrol
66000,16.36,10,0,1,0,Diesel
26000,13.68,4,0,1,0,Diesel
55000,23.0,6,0,1,0,Diesel
8989,16.8,10,1,0,0,Petrol
8664,20.89,4,1,0,0,Petrol
28000,19.4,11,1,0,0,Petrol
299575,19.1,11,0,1,0,Diesel
40000,16.36,5,0,1,0,Diesel
61000,21.9,7,0,1,0,Diesel
70000,20.45,9,0,1,0,Diesel
75000,18.2,10,1,0,0,Petrol
3800,19.05,3,1,0,0,Petrol
97000,25.8,10,0,1,0,Diesel
122524,12.05,17,0,1,0,Diesel
68200,16.0,8,0,1,0,Diesel
33398,18.2,10,0,1,0,Diesel
80000,25.32,7,0,1,0,Diesel
44000,15.04,10,1,0,0,Petrol
55584,15.6,11,1,0,0,Petrol
7000,19.34,4,1,0,0,Petrol
50000,19.67,7,0,1,0,Diesel
27400,20.73,6,1,0,0,Petrol
40000,16.95,11,1,0,0,Petrol
59000,19.81,11,1,0,0,Petrol
50000,11.3,19,1,0,0,Petrol
84000,20.51,9,1,0,0,Petrol
22000,21.01,6,1,0,0,Petrol
50898,25.44,11,0,1,0,Diesel
45000,15.0,10,1,0,0,Petrol
68000,21.64,11,0,1,0,Diesel
40000,26.59,8,0,1,0,Diesel
13000,18.0,7,1,0,0,Petrol
18000,17.68,13,1,0,0,Petrol
44983,18.6,8,1,0,0,Petrol
35000,18.9,8,1,0,0,Petrol
67370,26.6,10,0,0,0,Petrol
38340,27.39,5,0,1,0,Diesel
51000,17.8,8,1,0,0,Petrol
40000,20.5,5,0,1,0,Diesel
57226,23.1,8,1,0,0,Petrol
50000,18.0,7,1,0,0,Petrol
50000,20.85,7,1,0,0,Petrol
80000,16.5,7,0,1,0,Diesel
27000,24.3,6,0,1,0,Diesel
20500,19.12,7,1,0,0,Petrol
49000,23.9,6,0,1,0,Diesel
50000,15.4,6,0,1,0,Diesel
62821,18.2,13,1,0,0,Petrol
100000,24.4,7,0,1,0,Diesel
120000,12.8,12,0,1,0,Diesel
65321,17.21,9,1,0,0,Petrol
80000,21.5,5,0,1,0,Diesel
60000,23.08,10,0,1,0,Diesel
30000,12.3,10,1,0,0,Petrol
55598,25.6,6,0,1,0,Diesel
100000,23.08,10,0,1,0,Diesel
14500,22.0,4,1,0,0,Petrol
35000,17.21,6,1,0,0,Petrol
120000,14.0,8,0,1,0,Diesel
66000,19.61,13,0,1,0,Diesel
80000,14.02,9,0,1,0,Diesel
67000,10.0,11,0,1,0,Diesel
48000,21.79,12,1,0,0,Petrol
70000,24.3,6,0,1,0,Diesel
56210,17.8,7,1,0,0,Petrol
39428,16.93,7,1,0,0,Petrol
26097,19.7,14,1,0,0,Petrol
57645,16.36,5,0,1,0,Diesel
57000,15.4,5,0,1,0,Diesel
80000,15.96,6,0,1,0,Diesel
41000,20.38,7,0,1,0,Diesel
120000,20.51,7,1,0,0,Petrol
38225,18.5,12,1,0,0,Petrol
50000,24.7,6,1,0,0,Petrol
21000,16.5,4,1,0,0,Petrol
47000,17.92,11,1,0,0,Petrol
50000,17.5,7,0,0,0,Petrol
35000,15.85,7,1,0,0,Petrol
16631,20.51,5,1,0,0,Petrol
52000,22.0,9,1,0,0,Petrol
76000,18.9,6,1,0,0,Petrol
66817,21.5,5,0,1,0,Diesel
60000,28.4,7,0,1,0,Diesel
36070,16.8,7,1,0,0,Petrol
100000,16.1,11,0,1,0,Diesel
10415,20.89,5,1,0,0,Petrol
35000,21.4,7,1,0,0,Petrol
75000,15.74,8,1,0,0,Petrol
50000,23.1,6,1,0,0,Petrol
80000,19.7,13,1,0,0,Petrol
57400,16.8,11,0,1,0,Diesel
12000,18.76,3,1,0,0,Petrol
160000,17.2,11,0,1,0,Diesel
36313,23.84,5,1,0,0,Petrol
128000,26.0,8,0,1,0,Diesel
120000,23.57,11,0,1,0,Diesel
8000,9.26,9,1,0,0,Petrol
50000,14.3,7,1,0,0,Petrol
36000,21.7,6,0,1,0,Diesel
31280,18.6,12,1,0,0,Petrol
19117,17.4,7,1,0,0,Petrol
35000,16.38,5,0,1,0,Diesel
70000,18.2,9,0,1,0,Diesel
22000,25.2,4,0,1,0,Diesel
66000,16.09,9,0,1,0,Diesel
55000,16.2,8,1,0,0,Petrol
49000,21.14,8,0,1,0,Diesel
60000,11.36,6,0,1,0,Diesel
20000,20.14,5,1,0,0,Petrol
70000,18.15,7,1,0,0,Petrol
55000,22.15,7,0,1,0,Diesel
50000,20.51,12,1,0,0,Petrol
77831,22.9,10,0,1,0,Diesel
33000,22.0,5,0,1,0,Diesel
72000,19.08,9,0,1,0,Diesel
72000,16.47,11,1,0,0,Petrol
173000,18.9,15,1,0,0,Petrol
74000,19.87,10,0,1,0,Diesel
80000,18.6,12,1,0,0,Petrol
60000,12.9,16,1,0,0,Petrol
39500,22.0,6,1,0,0,Petrol
56260,18.88,10,1,0,0,Petrol
50000,19.3,6,0,1,0,Diesel
64457,23.59,9,0,1,0,Diesel
80000,28.4,11,0,1,0,Diesel
74832,17.1,10,1,0,0,Petrol
63000,15.1,10,0,1,0,Diesel
21000,14.59,6,1,0,0,Petrol
300000,18.7,13,0,1,0,Diesel
38000,25.17,5,1,0,0,Petrol
13000,13.96,4,1,0,0,Petrol
24783,15.4,6,1,0,0,Petrol
64000,12.63,7,0,1,0,Diesel
36500,16.78,10,1,0,0,Petrol
53000,12.98,9,1,0,0,Petrol
38597,24.0,8,0,1,0,Diesel
90000,19.87,5,0,1,0,Diesel
15000,18.9,7,1,0,0,Petrol
13000,18.2,9,1,0,0,Petrol
73000,11.7,13,1,0,0,Petrol
25000,7.5,10,0,1,0,Diesel
75000,20.0,12,0,1,0,Diesel
18604,22.74,8,1,0,0,Petrol
62000,19.87,10,0,1,0,Diesel
58000,22.32,10,0,1,0,Diesel
61462,21.38,6,0,1,0,Diesel
50000,18.6,6,1,0,0,Petrol
90000,15.3,14,1,0,0,Petrol
73235,13.5,15,1,0,0,Petrol
17999,18.6,8,1,0,0,Petrol
10000,22.0,7,1,0,0,Petrol
70000,19.98,6,0,1,0,Diesel
110000,19.3,13,0,1,0,Diesel
82911,26.0,9,0,1,0,Diesel
30000,22.1,5,0,1,0,Diesel
47000,20.36,7,1,0,0,Petrol
70333,17.8,7,1,0,0,Petrol
15000,23.9,7,1,0,0,Petrol
100000,20.4,12,0,1,0,Diesel
69000,14.39,12,0,1,0,Diesel
107589,23.2,11,0,1,0,Diesel
75000,14.21,12,0,1,0,Diesel
45000,12.9,4,0,1,0,Diesel
64705,16.55,11,0,1,0,Diesel
112755,22.9,11,0,1,0,Diesel
52353,16.36,8,0,1,0,Diesel
95000,18.0,14,0,1,0,Diesel
42489,20.92,11,1,0,0,Petrol
43950,16.1,17,1,0,0,Petrol
50000,20.36,11,1,0,0,Petrol
76000,18.12,9,0,1,0,Diesel
75000,22.48,7,0,1,0,Diesel
20000,17.4,5,1,0,0,Petrol
47527,22.54,4,0,1,0,Diesel
28000,19.33,7,0,1,0,Diesel
195000,20.45,9,0,1,0,Diesel
68000,20.36,10,1,0,0,Petrol
33000,18.6,6,1,0,0,Petrol
52000,18.5,12,1,0,0,Petrol
17000,18.9,6,1,0,0,Petrol
158000,16.07,11,0,1,0,Diesel
80000,19.1,7,1,0,0,Petrol
11400,22.32,15,0,1,0,Diesel
56000,31.79,9,0,0,0,Petrol
5000,20.3,4,1,0,0,Petrol
71000,19.27,10,0,1,0,Diesel
170000,25.1,9,0,1,0,Diesel
15000,25.6,5,0,1,0,Diesel
73000,22.9,10,0,1,0,Diesel
55000,20.73,8,1,0,0,Petrol
42000,15.0,12,0,1,0,Diesel
45000,19.1,9,1,0,0,Petrol
36668,22.74,8,1,0,0,Petrol
57000,26.0,9,0,1,0,Diesel
70000,15.0,13,1,0,0,Petrol
15000,17.0,4,1,0,0,Petrol
75225,25.8,7,0,1,0,Diesel
64000,14.28,9,1,0,0,Petrol
15000,25.6,6,0,1,0,Diesel
6700,21.4,6,1,0,0,Petrol
80000,14.5,10,1,0,0,Petrol
58000,17.8,8,1,0,0,Petrol
43500,14.62,6,1,0,0,Petrol
15000,17.0,4,1,0,0,Petrol
60000,14.24,3,0,1,0,Diesel
37000,21.1,9,1,0,0,Petrol
135000,12.8,10,0,1,0,Diesel
50000,21.9,9,0,1,0,Diesel
10000,18.27,4,1,0,0,Petrol
70000,20.36,11,1,0,0,Petrol
90000,15.96,8,0,1,0,Diesel
43000,17.0,6,1,0,0,Petrol
5000,14.8,4,1,0,0,Petrol
63100,20.45,9,0,1,0,Diesel
40000,15.63,7,1,0,0,Petrol
35000,11.36,5,0,1,0,Diesel
120000,12.99,7,0,1,0,Diesel
90000,23.4,10,0,1,0,Diesel
84515,19.0,13,1,0,0,Petrol
